48.8266734,2.3727031,Le Coffice,hostel,,coworking_space,,,,
48.8652633,2.3617894,,information,,,,,,L'enclos du temple
48.8637053,2.3630927,,gallery,,,,,,
48.8610645,2.3446144,,information,,,,,,Rue Saint-Honoré
48.8589122,2.3523707,PA-612,artwork,,,,,,
48.8636712,2.3494400,PA590,artwork,,,,,,
48.8597776,2.3525312,PA-1081,artwork,,,,,,
48.8598021,2.3525338,PA-587,artwork,,,,,,
48.8597488,2.3525193,PA-109,artwork,,,,,,
48.8586045,2.3519322,PA-815,artwork,,,,,,
48.8364374,2.2782710,,artwork,,,,,,
48.8552077,2.3398479,Class 41,gallery,,,,,,
48.8540500,2.3405270,Galerie Wagner,gallery,,,,,,
48.8241950,2.4201448,,information,,,,,,
48.8552201,2.3402850,Kamel Mennour,gallery,,,,,,
48.8550055,2.3393949,Perahia,gallery,,,,,,
48.8537642,2.3402431,Nsula,gallery,,,,,,
48.8526454,2.3405547,Photo Saint-Germain,gallery,,,,,,
48.8540074,2.3404758,,information,,,,,,Émile Littré
48.8517866,2.3182957,Petite,gallery,,,,,,
48.8540371,2.3403733,Remko,gallery,,,,,,
48.8796098,2.3393971,Hôtel Amour,hotel,,,,,,
48.8401041,2.3501827,Galerie Collin,gallery,,,,,,
48.8710995,2.3012603,Hôtel Barrière Le Fouquet's,hotel,,,,,,
48.8438415,2.3448780,Fresque Marie Curie,artwork,,,,,,
48.8542508,2.3642718,Hôtel de Sully,hotel,,,,,,
48.8638353,2.3529467,Nicolas Flamel,gallery,,,,,,
48.8500409,2.3552173,,information,,,,,,Les premiers bouquinistes
48.8573188,2.3548505,,information,,,,,,Azzedine Alaïa
48.8555919,2.3608456,,information,,,,,,Prison de la grande force
48.8573055,2.3559958,Galerie Sakura,gallery,,,,,,
48.8606015,2.3575606,,information,,,,,,Marc-Antoine Charpentier
48.8819358,2.3456964,Galerie Guillet,gallery,,,,,,
48.8640928,2.3535020,Anne-Sarah Bénichou,gallery,,,,,,
48.8816112,2.3442933,,information,,,,,,Lycée Jacques Decour
48.8636539,2.3528216,,information,,,,,,Maison de Nicolas Flamel
48.8746536,2.3416796,Espace Lafayette-Drouot,museum,,,,,,
48.8323142,2.3557485,,information,,,,,,Affichage administratif
48.8662450,2.3443838,,information,,,,,,La rue d'Argout
48.8515391,2.3476252,,information,,,,,,Dante rédige la Divine Comédie
48.8707802,2.3373207,La Maison Favart,hotel,,,,,,
48.8216680,2.3371979,,viewpoint,,,,,,
48.8759666,2.3269736,Grand hôtel de Normandie,hotel,,,,,,
48.8745396,2.3187066,Hôtel Park-Lane,hotel,,,,,,
48.8354910,2.3752724,,information,,,,,,La verrerie à bouteilles
48.8485920,2.3429341,,information,,,,,,La Sorbonne
48.8289771,2.3796184,,information,,,,,,
48.8708898,2.3895123,Ariane,guest_house,,,,,,
48.8312491,2.3689032,Galerie Héloïse,gallery,,,,,,
48.8545244,2.3408877,１月と７月,gallery,,,,,,
48.8637921,2.3363254,,information,,,,,,
48.8302210,2.3480031,,information,,,,,,
48.8532735,2.3430078,,information,,,,,,Ici est tombé Louis Desnos
48.8760670,2.3594510,,information,,,,,,Gare de l'est
48.8821662,2.3514146,Scratching the Surface,artwork,,,,,,
48.8532381,2.3470464,Notre Dame,viewpoint,,,,,,
48.8543801,2.3367275,Hôtel de Seine,hotel,,,,,,
48.8232414,2.3737648,,information,,,,,,La maison Planeix
48.8281079,2.3670765,,information,,,,,,Affichage associatif
48.8426563,2.3665373,L'apporteur de l'espoir,artwork,,,,,,
48.8547570,2.3673909,,apartment,,,,,,
48.8244689,2.3140584,,artwork,,,,,,
48.8555252,2.3468372,Michel de l'Hospital,artwork,,,,,,
48.8276742,2.3452219,Le fil rouge Galerie théâtrale,gallery,,,,,,
48.8601617,2.3623417,,gallery,,,,,,
48.8600335,2.3625478,,gallery,,,,,,
48.8653005,2.3560675,,information,,,,,,
48.8610464,2.3608901,,information,,,,,,Église Saint-Jean-Saint-François
48.8649509,2.3550659,Galerie grand verre,gallery,,,,,,
48.8603876,2.3619829,Convergences,gallery,,,,,,
48.8698747,2.3529592,,information,,,,,,Porte Saint-Denis
48.8407360,2.3775249,Mesure pour mesure,artwork,,,,,,
48.8397594,2.3771028,,artwork,,,,,,
48.8403772,2.3782371,,artwork,,,,,,
48.8399653,2.3774793,,artwork,,,,,,
48.8395541,2.3767286,,artwork,,,,,,
48.8401723,2.3778583,,artwork,,,,,,
48.8496897,2.3678815,,artwork,,,,,,
48.8724637,2.3378536,Hôtel,hotel,,,,,,
48.8555342,2.3409339,Citadines,hotel,,,,,,
48.8108331,2.3883782,,information,,,,,,
48.8326315,2.3550249,,information,,,,,,Affichage administratif
48.8422117,2.3582801,,artwork,,,,,,
48.8368004,2.3524752,,information,,,,,,Place de la collégiale
48.8322880,2.3552782,,information,,,,,,La place d'Italie et la mairie
48.8415315,2.3561147,,information,,,,,,
48.8326564,2.3550075,,information,,,,,,Affichage administratif
48.8325189,2.3550962,,information,,,,,,Affichage administratif
48.8100103,2.3878828,,information,,,,,,Affichage administratif
48.8326028,2.3550455,,information,,,,,,Affichage administratif
48.8327001,2.3549762,,information,,,,,,Affichage administratif
48.8422508,2.3575194,,information,,,,,,
48.8322993,2.3553344,,information,,,,,,Affichage administratif
48.8279046,2.3715977,,information,,,,,,À Jean Morice FTPF fusillé le 4 juillet 1944
48.8828275,2.3105930,Fers,artwork,,,,,,
48.8780171,2.2853354,Hôtel L'Adresse,hotel,,,,,,
48.8355501,2.3820368,,information,,,,,,Parc de Bercy
48.8351244,2.3841149,,information,,,,,,
48.8585458,2.3564570,,information,,,,,,Propriété et usage des plantes du Clos des Blancs manteaux
48.8540843,2.3607912,,information,,,,,,Enceinte de Philippe Auguste
48.8716724,2.3605369,,information,,,,,,
48.8533066,2.3575552,,information,,,,,,Les bouquinistes de la Seine
48.8580592,2.3599976,,information,,,,,,
48.8514186,2.3560551,Alexis Renard,gallery,,,,,,
48.8355708,2.3836813,,information,,,,,,Parc de Bercy
48.8533669,2.3592132,,information,,,,,,Hôtel de Sens
48.8279354,2.3771419,,information,,,,,,
48.8430451,2.3186351,,artwork,,,,,,
48.8789678,2.3858278,Margot,apartment,,,,,,
48.8431064,2.3187575,Le Fruit,artwork,,,,,,
48.8629608,2.3455544,,information,,,,,,Forum des Halles
48.8580125,2.3733412,,artwork,,,,,,
48.8844287,2.3380618,,information,,,,,,
48.8450324,2.3642186,,information,,,,,,
48.8628718,2.3459104,,information,,,,,,
48.8569070,2.3716084,,gallery,,,,,,
48.8679761,2.3658545,Hibiscus République,hotel,,,,,,
48.8181728,2.3235027,,artwork,,,,,,
48.8739343,2.3763181,,artwork,,,,,,
48.8572380,2.3418615,Les Jardins du Pont-Neuf,attraction,,,,,,
48.8562094,2.3564213,,information,,,,,,
48.8557222,2.3636697,ellia art gallery,gallery,,,,,,
48.8308521,2.3407480,Musée des Or/t/s immodestes,museum,,,,,,
48.8552803,2.3596910,,information,,,,,,Rue Saint-Antoine
48.8553831,2.3587657,Les peintres du Marais,gallery,,,,,,
48.8304047,2.3406202,,information,,,,,,Affichage des conseils de quartier
48.8561920,2.3564339,,information,,,,,,
48.8266117,2.3417152,,information,,,,,,
48.8602159,2.3535831,La Chose,gallery,,,,,,
48.8389613,2.3499939,The black gallery,gallery,,,,,,
48.8558616,2.3637526,Taxie gallery,gallery,,,,,,
48.8557861,2.3568855,,information,,,,,,Maisons du moyen-âge
48.8582544,2.3583242,,information,,,,,,
48.8550300,2.3581503,,gallery,,,,,,
48.8332574,2.3229985,,information,,,,,,Affichage associatif
48.8243952,2.2806934,,artwork,,,,,,
48.8250184,2.2796367,,artwork,,,,,,
48.8201389,2.3387118,,information,,,,,,Cité universitaire
48.8204132,2.3392923,,information,,,,,,Parc Montsouris
48.8249852,2.3700860,,information,,,,,,
48.8251320,2.3699075,,information,,,,,,
48.8246139,2.3699350,,information,,,,,,
48.8215487,2.3340228,Atelier 80,gallery,,,,,,
48.8313326,2.3570827,,information,,,,,,RATP
48.8258386,2.3760830,,information,,,,,,Affichage associatif
48.8397225,2.3499835,,information,,,,,,Église Saint Médard
48.8313408,2.3571063,,information,,,,,,RATP
48.8410052,2.3505959,,gallery,,,,,,
48.8185753,2.3807805,,information,,,,,,Affichage associatif
48.8293226,2.3804196,,information,,,,,,
48.8203244,2.3798204,,information,,,,,,Affichage associatif
48.8256404,2.3693521,,information,,,,,,
48.8267831,2.3420670,,information,,,,,,
48.8260725,2.3537821,,information,,,,,,
48.8288584,2.3679582,,artwork,,,,,,
48.8256287,2.3693929,,information,,,,,,
48.8278002,2.3590049,,information,,,,,,Parcours sportif du parc de Choisy
48.8317499,2.3012549,Manège du parc Georges Brassens,attraction,,,,,,
48.8657413,2.3532052,Hôtel National des Arts et Métiers,hotel,,,,,,
48.8294386,2.3647646,,information,,,,,,Affichage des conseils de quartier
48.8185310,2.3415300,Fontana 1971,artwork,,,,,,
48.8501854,2.3346494,Mundolingua,museum,,,,,,
48.8328817,2.3279672,Agnes V.,artwork,,,,,,
48.8826585,2.4036308,Hôtel Rachel,hotel,,,,,,
48.8829457,2.4027333,,artwork,,,,,,
48.8845015,2.4080490,,information,,,,,,
48.8844925,2.4080135,,information,,,,,,
48.8186042,2.2806788,,artwork,,,,,,
48.8195032,2.2823233,Buste de Frédéric PIC,artwork,,,,,,
48.8178965,2.2823110,,viewpoint,,,,,,
48.8437272,2.3565812,,information,,,,,,
48.8442685,2.3603036,,information,,,,,,
48.8422635,2.3583506,,information,,,,,,
48.8425817,2.3588239,,information,,,,,,
48.8432668,2.3569301,,information,,,,,,Hôtel de charme pour les abeilles sauvages
48.8431051,2.3559311,,information,,,,,,La gloriette de Buffon
48.8426273,2.3572942,,information,,,,,,
48.8435317,2.3587958,,information,,,,,,Jardin alpin
48.8255746,2.3799813,,artwork,,,,,,
48.8519669,2.3337684,Hôtel des Canettes,hotel,,,,,,
48.8521201,2.3336302,Hôtel La Perle,hotel,,,,,,
48.8464206,2.4200878,Tontine,artwork,,,,,,
48.8793827,2.4008982,Rencontre,artwork,,,,,,
48.8798379,2.3998211,Toi et Moi,artwork,,,,,,
48.8572642,2.3668128,,artwork,,,,,,
48.8216794,2.3757781,,information,,,,,,
48.8473497,2.3435850,,information,,,,,,
48.8216629,2.3757153,,information,,,,,,
48.8643920,2.3799546,DELPHINE APARTMENT,apartment,,,,,,
48.8573463,2.3516453,,information,,,,,,Place de grève
48.8650726,2.3004812,,information,,,,,,
48.8567288,2.3542991,,information,,,,,,Affichage administratif
48.8563598,2.3557284,,information,,,,,,
48.8260198,2.3648582,,information,,,,,,
48.8565174,2.3172598,Hôtel du Palais Bourbon,hotel,,,,,,
48.8752731,2.3537849,Panthère Cosmique,artwork,,,,,,
48.8263206,2.3825338,Scope,gallery,,,,,,
48.8608809,2.3555369,,information,,,,,,Hôtel de Saint-Aignan
48.8645274,2.4086524,Twisted Lamppost Star,artwork,,,,,,
48.8775278,2.3541565,Hôtel Nord-Est,hotel,,,,,,
48.8757937,2.3606013,,artwork,,,,,,
48.8588218,2.3516509,Galerie Nathalie Obadia,gallery,,,,,,
48.8775059,2.3537317,Hôtel du Brabant,hotel,,,,,,
48.8243734,2.3847715,,information,,,,,,Ino trafic
48.8832122,2.4031124,,information,,,,,,
48.8838675,2.4032966,,information,,,,,,
48.8280850,2.3826009,,information,,,,,,
48.8351874,2.3609216,KI Galerie,gallery,,,,,,
48.8344129,2.3772569,,artwork,,,,,,
48.8536618,2.3429661,Hôtel Le Clos Notre-Dame,hotel,,,,,,
48.8578302,2.3604873,,information,,,,,,Hôtel de Sandreville
48.8222253,2.3705162,,information,,,,,,
48.8758541,2.3198351,Paul Deroulède,artwork,,,,,,
48.8467979,2.3768505,,information,,,,,,
48.8428763,2.3851107,,information,,,,,,
48.8101293,2.3852929,,information,,,,,,
48.8472902,2.3758010,Design by Jaler,gallery,,,,,,
48.8100231,2.3850661,,information,,,,,,
48.8382417,2.4064681,,information,,,,,,La mare et ses berges
48.8302846,2.3793298,,information,,,,,,
48.8409545,2.4023605,,artwork,,,,,,
48.8411047,2.3984527,,information,,,,,,
48.8464568,2.4062650,Hôtel Twelve,hotel,,,,,,
48.8191833,2.2964792,,information,,,,,,
48.8191556,2.2963219,,information,,,,,,
48.8193509,2.2962406,,information,,,,,,
48.8405532,2.4084373,,information,,,,,,
48.8420670,2.4081597,,information,,,,,,Petite ceinture villa du bel air
48.8294692,2.4233182,,information,,,,,,
48.8179057,2.3812052,,hotel,,,,,,
48.8430252,2.4085342,,information,,,,,,Les échappées belles
48.8297203,2.3818660,Monochrome for Paris,artwork,,,,,,
48.8453505,2.4171343,La Charpente,gallery,,,,,,
48.8346920,2.4081367,Règlement du Bois de Vincennes,information,,,,,,
48.8701329,2.3128501,Perrotin,gallery,,,,,,
48.8700619,2.3127076,Galerie Hopkins,gallery,,,,,,
48.8700957,2.3127753,Galerie Laurent Strouk,gallery,,,,,,
48.8101055,2.3897385,,information,,,,,,Affichage associatif
48.8603580,2.3532208,Gallerie Poggi,museum,,,,,,
48.8357295,2.3819602,,information,,,,,,Les plates bandes fleuries
48.8600643,2.3670933,,information,,,,,,Hôtel de Cagliostro
48.8354160,2.3732999,,information,,,,,,
48.8100449,2.3574857,,information,,,,,,
48.8486159,2.4186449,Armand Carrel,artwork,,,,,,
48.8651417,2.3641914,,information,,,,,,
48.8734244,2.3707413,,artwork,,,,,,fenêtres en trompe l'oeil
48.8355650,2.3793683,,information,,,,,,Quand Bercy était une île
48.8599066,2.3405714,Hautes Herbes,artwork,,,,,,
48.8614897,2.3427054,Hapimag Resort Paris,hotel,,,,,,
48.8286212,2.3771606,,information,,,,,,
48.8286351,2.3771446,,information,,,,,,
48.8613371,2.3649338,Galerie Myriam Bouagal,gallery,,,,,,
48.8621211,2.3416109,Galerie Daniel Maghen,gallery,,,,,,
48.8291069,2.3651942,,artwork,,,,,,
48.8318709,2.3599606,,information,,,,,,
48.8319595,2.3489188,,information,,,,,,
48.8315695,2.3485990,,information,,,,,,Parcours sportif du square René Le Gall
48.8269182,2.3510317,,information,,,,,,
48.8561104,2.3406955,,information,,,,,,Sur le Pont-Neuf
48.8500885,2.3388124,,information,,,,,,Le café Voltaire
48.8572412,2.3406856,,information,,,,,,Square du Vert-Galant
48.8316220,2.3708641,,information,,,,,,
48.8293656,2.3802895,,information,,,,,,
48.8291552,2.3798398,,information,,,,,,
48.8297462,2.3798955,,information,,,,,,
48.8291495,2.3798470,,information,,,,,,
48.8297398,2.3798762,,information,,,,,,
48.8633339,2.3499575,Musée de l'illusion Paris,museum,,,,,,
48.8577371,2.3645903,Michel Rein,gallery,,,,,,
48.8697948,2.3820088,Ateliers d’Artistes de Belleville,gallery,,,,,,
48.8414368,2.3341679,,artwork,,,,,,
48.8143510,2.3110803,,information,,,,,,
48.8612714,2.3426287,Konfidentiel,hotel,,,,,,
48.8103616,2.3275797,,viewpoint,,,,,,
48.8306006,2.2974622,,artwork,,,,,,
48.8257689,2.3748805,,information,,,,,,
48.8261572,2.3748277,,information,,,,,,
48.8784610,2.2986824,PA1159 smiley,artwork,,,,,,
48.8832989,2.3016265,PA1202 bleu nuit,artwork,,,,,,
48.8794380,2.2916055,PA1251 bourse au dessus d'Allianz,artwork,,,,,,
48.8777989,2.2881830,PA616 rue brunel,artwork,,,,,,
48.8804912,2.3082775,"PA474 bleu elephant, rue de prony panneau",artwork,,,,,,
48.8762776,2.2924865,PA429 blanc à côté du panneau carnot,artwork,,,,,,
48.8812157,2.3149668,PA387 boîte aux lettres,artwork,,,,,,
48.8745854,2.2931291,Pa 475 AVENUE DE LA GRANDE ARMÉE,artwork,,,,,,
48.8769297,2.2920074,PA664 maison hardel,attraction,,,,,,
48.8803271,2.3082278,"PA 867 à côté de boîte aux lettres, multicolore",artwork,,,,,,
48.8147151,2.3552964,"PA1991 5 collés trop beaux trop grands sur le mur gigan grand avec ruban rouge, à flasher depuis la barrière inverse",artwork,,,,,,
48.8788730,2.3008884,"Réactivé, immeuble lisse, devanture bleu nuit fondé en 1928",artwork,,,,,,
48.8819997,2.4025314,"PA1187 rouge gros, mur en face mairie",artwork,,,,,,
48.8462927,2.3795188,Nouvel invader docteur,artwork,,,,,,
48.8843889,2.3424291,PA605 Vert mouche paris au dessus panneau,artwork,,,,,,
48.8835323,2.3419297,PA607 gros orange a gauche du café du théâtre,artwork,,,,,,
48.8841444,2.3396401,,artwork,,,,,,
48.8841265,2.3388636,PA_1053 au-dessus de la Poste de la Place des Abesses,artwork,,,,,,
48.8827545,2.3369062,PA1060 rouge gros,artwork,,,,,,
48.8201981,2.3646185,PA1178 dragon tabac métro,artwork,,,,,,
48.8256989,2.3600917,PA1352 énorme arc en ciel,artwork,,,,,,
48.8216954,2.3693395,PA1178 dragon métro tabac,artwork,,,,,,
48.8238769,2.3627374,"PA667 au coin, rouge petit hauteur",artwork,,,,,,
48.8265259,2.3644051,PA876 esj,artwork,,,,,,
48.8195264,2.3733177,PA225 pont après auto bilan,artwork,,,,,,
48.8249080,2.3622934,PA1316 palais d'Asie,artwork,,,,,,
48.8267264,2.3638602,Rouge au 98,artwork,,,,,,
48.8844948,2.3560658,PA854 rue de tombouctou,artwork,,,,,,
48.8838404,2.3120045,Orange au dessus panneau,artwork,,,,,,
48.8835169,2.3274319,PA206 petit rouge sur statue,artwork,,,,,,
48.8816511,2.3400027,Mouche,artwork,,,,,,
48.8680786,2.3808487,Hôtel Couronnes,hotel,,,,,,
48.8652167,2.3362805,Pavillon Louvre Rivoli,hotel,,,,,,
48.8325565,2.3043658,,artwork,,,,,,gros Gaston lagaffe
48.8526107,2.3338571,PA802 jaune et noir,artwork,,,,,,
48.8490730,2.3341710,PA592 orange fond vert,artwork,,,,,,
48.8525090,2.3344424,PA1190 princesse leila,artwork,,,,,,
48.8514226,2.3380763,"PA473 coin resto, hauteur",artwork,,,,,,
48.8511236,2.3397085,PA229 mur,artwork,,,,,,
48.8521485,2.3371361,PA1337 rock n roll,artwork,,,,,,
48.8524212,2.3364542,PA1076 pastèque marché,artwork,,,,,,
48.8488866,2.3485168,PA003 hôtel du commerce,artwork,,,,,,
48.8487271,2.3328190,PA322 petit vert coin rue,artwork,,,,,,
48.8468500,2.3477249,,artwork,,,,,,calamar hauteur
48.8526111,2.3470710,PA1200 Shakespeare,artwork,,,,,,
48.8507076,2.3475499,PA528 pas bo,artwork,,,,,,
48.8482866,2.3466358,"PA039 plus là, réactivation ??",attraction,,,,,,
48.8496608,2.3450535,PA1407 au vieux campeur,artwork,,,,,,
48.8471638,2.3481972,PA-040,artwork,,,,,,hauteur rouge abîmé
48.8517207,2.3486524,PA556 i love Paris,artwork,,,,,,
48.8530776,2.3464755,PA873 rue du chat qui parle,artwork,,,,,,
48.8527755,2.3464615,Pingouin,artwork,,,,,,
48.8530340,2.3456652,PA874 panneau rue de la huchette,artwork,,,,,,
48.8462219,2.3490423,,artwork,,,,,,côté en face LLG
48.8457334,2.3419289,"PA1358 bleu qui saute, haut mur",artwork,,,,,,
48.8521714,2.3466627,PA1441 NINA SIMONE,artwork,,,,,,
48.8510450,2.3479872,PA1086 fiole,artwork,,,,,,
48.8504018,2.3446955,PA1444,artwork,,,,,,
48.8513295,2.3482769,Petit pété,artwork,,,,,,
48.8489124,2.3420520,PA1359 en face du kiosqur,artwork,,,,,,
48.8524241,2.3447804,PA1380 larnicol,artwork,,,,,,
48.8360462,2.3418429,,information,,,,,,
48.8402395,2.3330696,FJB,gallery,,,,,,
48.8664028,2.3359113,Gros rouge,artwork,,,,,,
48.8665824,2.3357577,"PA583 sous panneau, à réactiver",attraction,,,,,,
48.8658094,2.3406547,,artwork,,,,,,
48.8655290,2.3366611,PA168,artwork,,,,,,
48.8645124,2.3325482,PA893,artwork,,,,,,
48.8622192,2.3371895,PA563,artwork,,,,,,
48.8665131,2.3330979,PA482,artwork,,,,,,
48.8655200,2.3366448,PA167,artwork,,,,,,
48.8553830,2.3560690,Galerie Hebert,gallery,,,,,,
48.8464745,2.3419235,Bleu orange marche pas,artwork,,,,,,
48.8460094,2.3430703,Vert noir,artwork,,,,,,
48.8620507,2.3487141,PA1162 gros schtroumpf,artwork,,,,,,
48.8606386,2.3480202,PA251 petit rouge sur la fontaine,artwork,,,,,,
48.8603349,2.3473520,PA092 rouge panneau ferronerie,artwork,,,,,,
48.8636080,2.3491069,PA840 rue pierre lescot,artwork,,,,,,
48.8596970,2.3459356,PA1283,artwork,,,,,,
48.8609438,2.3424030,PA819,artwork,,,,,,
48.8637999,2.3448756,,artwork,,,,,,
48.8601975,2.3475351,PA720 cactus habillé,artwork,,,,,,
48.8636344,2.3445726,,artwork,,,,,,
48.8635045,2.3404888,PA1262 mario docteur labo,artwork,,,,,,
48.8629224,2.3487551,PA839 panneau,artwork,,,,,,
48.8598942,2.3451381,PA1030 gros multicolore,artwork,,,,,,
48.8612057,2.3442597,,artwork,,,,,,
48.8504645,2.3372980,,information,,,,,,
48.8660500,2.3460737,,artwork,,,,,,
48.8668926,2.3492210,PA506 petit coin gauche du trottoir milieu face aux toilettes,artwork,,,,,,
48.8644075,2.3498461,?,artwork,,,,,,
48.8657975,2.3434747,PA800 en haut,artwork,,,,,,
48.8659355,2.3469392,,artwork,,,,,,
48.8645090,2.3476288,PA232 mur,artwork,,,,,,
48.8651034,2.3474031,Mouche,artwork,,,,,,
48.8650203,2.3483560,PA841,artwork,,,,,,
48.8641750,2.3553071,PA1170 alice au pays des merveilles,artwork,,,,,,
48.8666695,2.3580140,PA1266,artwork,,,,,,
48.8639191,2.3548282,PA1157 parabeaubourg,artwork,,,,,,
48.8662716,2.3525467,PA1078 fiole poison coin haut,artwork,,,,,,
48.8651327,2.3442111,PA328 petit coin bas mur 40,artwork,,,,,,
48.8660239,2.3517818,PA977 COIN,artwork,,,,,,
48.8697915,2.3516643,PA859,artwork,,,,,,
48.8695396,2.3421477,PA404,artwork,,,,,,
48.8640069,2.3501899,PA998 peinture rouge haut,artwork,,,,,,
48.8649613,2.3545646,PA1065 au 59 rue au maire,artwork,,,,,,
48.8690497,2.3307776,PA1333 breitling,artwork,,,,,,
48.8688238,2.3561952,PA496 sur les marches,artwork,,,,,,
48.8685420,2.3477882,PA462,artwork,,,,,,
48.8665706,2.3405437,PA1255,artwork,,,,,,
48.8647082,2.3535277,PA638 cube,artwork,,,,,,
48.8645248,2.3467983,,artwork,,,,,,
48.8683559,2.3585456,PA1456 lucky coiffures désactivé,artwork,,,,,,
48.8680636,2.3488719,PA1165 arabian nights,artwork,,,,,,
48.8682545,2.3436288,PA976,artwork,,,,,,
48.8686744,2.3383688,PA1008,artwork,,,,,,
48.8668761,2.3514920,PA814 pomme,artwork,,,,,,
48.8688272,2.3370952,PA894 au 11,artwork,,,,,,
48.8672253,2.3532046,PA973-974-975 sur les poteaux,artwork,,,,,,
48.8669724,2.3619932,PA1347 sac d'or,artwork,,,,,,
48.8687968,2.3401723,PA1177,artwork,,,,,,
48.8504916,2.3674813,Chez Christophe,apartment,,,,,,
48.8849492,2.3243901,Espace Nolet,gallery,,,,,,
48.8584777,2.3424795,PA1217 pont bas gauche,artwork,,,,,,
48.8581422,2.3421986,"PA1217 sur le pont à droite, en regardant la TE",artwork,,,,,,
48.8623838,2.3349095,PA579,artwork,,,,,,
48.8589689,2.3378365,PA1217 pont côté gauche,artwork,,,,,,
48.8597273,2.3331358,"PA1217 vraiment là, côté gauche",artwork,,,,,,
48.8623442,2.3349921,PA576,artwork,,,,,,
48.8541569,2.3546580,"Pa148 avec la mairie derrière, à droite du pont",artwork,,,,,,
48.8582869,2.3422775,PA1263 rouge rive pont neuf métro Pont,artwork,,,,,,
48.8641822,2.3305413,PA1151,artwork,,,,,,
48.8574941,2.3472922,PA143,artwork,,,,,,
48.8414266,2.3301080,Galerie du dôme,gallery,,,,,,
48.8675277,2.3437126,,artwork,,,,,,
48.8387317,2.3394673,,information,,,,,,Ancienne abbaye de Port-Royal
48.8422446,2.3308384,À la villa des artistes,hotel,,,,,,
48.8586379,2.3458994,PA354 coin,artwork,,,,,,
48.8662192,2.3234299,PA152 métro,artwork,,,,,,
48.8639455,2.3313251,PA360 orange,artwork,,,,,,
48.8543376,2.3447733,PA394 rive tribunal droite pont,artwork,,,,,,
48.8657899,2.3303717,PA736,artwork,,,,,,
48.8681001,2.3247928,PA952,artwork,,,,,,
48.8660967,2.3252062,PA843,artwork,,,,,,
48.8653865,2.3308447,PA177,artwork,,,,,,
48.8597201,2.3459206,PA1283,artwork,,,,,,
48.8609485,2.3505312,PA436 king kong dans la cour de agnes b,artwork,,,,,,
48.8603210,2.3500199,PA273,artwork,,,,,,
48.8587894,2.3505932,PA1172 lapin,artwork,,,,,,
48.8585917,2.3519385,PA815,artwork,,,,,,
48.8594716,2.3527560,PA525,artwork,,,,,,
48.8593908,2.3529703,,artwork,,,,,,
48.8581991,2.3560578,INVADER,artwork,,,,,,
48.8612512,2.3506954,54 rue quincampoix,artwork,,,,,,
48.8605051,2.3523949,Boutique Georges Pompidou,artwork,,,,,,
48.8600064,2.3501053,PA1295,artwork,,,,,,
48.8592763,2.3540123,PA103 dans le 30,artwork,,,,,,
48.8618192,2.3644168,Invader,artwork,,,,,,
48.8603833,2.3547221,PA189 retouches,artwork,,,,,,
48.8618745,2.3510024,PA997,artwork,,,,,,
48.8592636,2.3547225,PA953,artwork,,,,,,
48.8612351,2.3435017,,artwork,,,,,,
48.8616433,2.3441335,PA508 petit schtroumpf en bas d'un mur,artwork,,,,,,
48.8652176,2.3044873,Melia Paris Villa Marquis,hotel,,,,,,
48.8524780,2.4059857,Hôtel de l'Union,hotel,,,,,,
48.8248772,2.3622892,PA1316,artwork,,,,,,
48.8218218,2.3691425,PA1178 tabac dragon,artwork,,,,,,
48.8232831,2.3654825,PA1109,artwork,,,,,,
48.8265481,2.3643986,PA876,artwork,,,,,,
48.8257269,2.3600907,PA1352,artwork,,,,,,
48.8238465,2.3627411,PA667,artwork,,,,,,
48.8103051,2.3505135,PA_1409,artwork,,,,,,
48.8267558,2.3638582,Rouge 98,artwork,,,,,,
48.8223985,2.3637049,Petit bas brique,artwork,,,,,,
48.8229328,2.3651138,PA350,artwork,,,,,,
48.8153619,2.3603425,PA929,artwork,,,,,,
48.8217150,2.3527745,PA1199,artwork,,,,,,
48.8255538,2.3748950,PA705,artwork,,,,,,
48.8155644,2.3562437,PA441 pont mais chaud,artwork,,,,,,
48.8167507,2.3643765,PA1400,artwork,,,,,,
48.8147240,2.3552834,PA991,artwork,,,,,,
48.8157563,2.3565749,PA426,artwork,,,,,,
48.8216209,2.3425078,PA216,artwork,,,,,,
48.8262673,2.3601074,PA363 mario,artwork,,,,,,
48.8289647,2.3529248,PA078,artwork,,,,,,
48.8275089,2.3516543,PA079,artwork,,,,,,
48.8291543,2.3534479,PA1103,artwork,,,,,,
48.8276734,2.3529601,PA055,artwork,,,,,,
48.8269233,2.3545631,PA1331,artwork,,,,,,
48.8307471,2.3567230,PA1179,artwork,,,,,,
48.8268396,2.3507190,PA303,artwork,,,,,,
48.8278116,2.3425502,PA1371,artwork,,,,,,
48.8267249,2.3642357,PA272 petit rouge rue,artwork,,,,,,
48.8709058,2.3692235,Street music box,artwork,,,,,,
48.8573819,2.3097606,,artwork,,,,,,
48.8627991,2.3192738,Invader pont bleu,artwork,,,,,,
48.8760099,2.3267711,PA729 pilier gauche,artwork,,,,,,
48.8657932,2.4064235,Hostel BourgHamon,hostel,,,,,,
48.8439640,2.3585663,,information,,,,,,Bienvenue au jardin alpin
48.8559600,2.3557722,,information,,,,,,
48.8359636,2.3741467,,information,,,,,,
48.8357462,2.3741937,La Galerie,gallery,,,,,,
48.8566932,2.3674428,By Châtel,gallery,,,,,,
